,ids
2470,75941
2471,469157
2472,731303
2473,272552
2474,370853
2475,305340
2476,141500
2477,141503
2478,272581
2479,141509
2480,141513
2481,272594
2482,272595
2483,796890
2484,796895
2485,796897
2486,796899
2487,272611
2488,272612
2489,108774
2490,272617
2491,108786
2492,43263
2493,928031
2494,1026342
2495,108839
2496,141607
2497,43305
2498,174391
2499,76100
2500,272711
2501,436562
2502,272723
2503,43347
2504,797017
2505,272733
2506,272734
2507,141665
2508,141672
2509,141675
2510,403819
2511,76142
2512,371056
2513,371057
2514,272761
2515,207225
2516,633234
2517,272793
2518,43418
2519,272795
2520,76187
2521,436634
2522,797088
2523,305573
2524,928166
2525,698791
2526,43434
2527,141750
2528,108993
2529,207304
2530,403914
2531,600525
2532,928207
2533,1157584
2534,928219
2535,240092
2536,1026527
2537,502241
2538,1190371
2539,109030
2540,76263
2541,403944
2542,764394
2543,764401
2544,469495
2545,764408
2546,535036
2547,764413
2548,207358
2549,43539
2550,272919
2551,272925
2552,43550
2553,272927
2554,43552
2555,371233
2556,829986
2557,43549
2558,76324
2559,76325
2560,272936
2561,666158
2562,436783
2563,928303
2564,371249
2565,272945
2566,272947
2567,272949
2568,272951
2569,272956
2570,404032
2571,371270
2572,43593
2573,338506
2574,633420
2575,928336
2576,207444
2577,338519
2578,338521
2579,43609
2580,338523
2581,338524
2582,338526
2583,338527
2584,338528
2585,338531
2586,338532
2587,272997
2588,338534
2589,338536
2590,404075
2591,207468
2592,338541
2593,338542
2594,338543
2595,240238
2596,76400
2597,141937
2598,338547
2599,240244
2600,338551
2601,338552
2602,141945
2603,43641
2604,43642
2605,699004
2606,76413
2607,273022
2608,273023
2609,76421
2610,338566
2611,76424
2612,109194
2613,338573
2614,731790
2615,338575
2616,338574
2617,338577
2618,338576
2619,338578
2620,338579
2621,338581
2622,338582
2623,338580
2624,141977
2625,338586
2626,338589
2627,371358
2628,404128
2629,240288
2630,338595
2631,273061
2632,141991
2633,338605
2634,338608
2635,1125042
2636,273075
2637,43700
2638,273078
2639,338615
2640,666304
2641,666308
2642,830150
2643,273095
2644,76488
2645,666313
2646,436941
2647,43727
2648,666324
2649,371415
2650,666328
2651,43737
2652,404186
2653,1092317
2654,1026782
2655,43754
2656,404205
2657,404220
2658,404222
2659,895753
2660,273161
2661,633613
2662,142099
2663,371485
2664,305952
2665,43813
2666,1157925
2667,142119
2668,43814
2669,764713
2670,338731
2671,961325
2672,76595
2673,142144
2674,830273
2675,1157954
2676,76611
2677,830276
2678,76626
2679,338772
2680,338773
2681,76631
2682,142167
2683,404324
2684,109433
2685,535418
2686,306045
2687,338813
2688,633729
2689,1125254
2690,469896
2691,43919
2692,43920
2693,43922
2694,43923
2695,109460
2696,43924
2697,43926
2698,43929
2699,43930
2700,43931
2701,43933
2702,76706
2703,43938
2704,43939
2705,338853
2706,109477
2707,338855
2708,43942
2709,43945
2710,240554
2711,43943
2712,43944
2713,76717
2714,43949
2715,43947
2716,43954
2717,43956
2718,306108
2719,76732
2720,469951
2721,404418
2722,306114
2723,306119
2724,699335
2725,437195
2726,109516
2727,109517
2728,1125326
2729,44002
2730,1125352
2731,44009
2732,44010
2733,44014
2734,1059827
2735,470005
2736,994297
2737,306181
2738,44037
2739,44040
2740,928778
2741,44044
2742,175117
2743,44048
2744,44049
2745,76820
2746,44060
2747,175136
2748,175138
2749,830499
2750,175141
2751,109613
2752,470064
2753,76849
2754,142395
2755,11324
2756,142398
2757,273478
2758,437324
2759,44113
2760,44115
2761,109653
2762,273497
2763,273498
2764,928859
2765,44129
2766,339047
2767,666727
2768,339049
2769,928879
2770,1125489
2771,76913
2772,339059
2773,44147
2774,339063
2775,339064
2776,273528
2777,76921
2778,765053
2779,44158
2780,765062
2781,928907
2782,11403
2783,437391
2784,273556
2785,273557
2786,437401
2787,44186
2788,142492
2789,273565
2790,208034
2791,1125538
2792,1125541
2793,76966
2794,1125542
2795,1125546
2796,666797
2797,240813
2798,11439
2799,1125553
2800,1125556
2801,44214
2802,1125559
2803,732347
2804,44219
2805,44221
2806,44222
2807,44224
2808,44225
2809,339147
2810,142540
2811,535764
2812,339157
2813,44244
2814,77015
2815,44264
2816,666856
2817,765164
2818,699633
2819,273655
2820,77048
2821,44288
2822,142593
2823,568577
2824,109831
2825,109837
2826,44303
2827,732431
2828,568602
2829,765210
2830,175388
2831,339229
2832,339231
2833,208160
2834,404768
2835,273711
2836,273715
2837,306483
2838,1027394
2839,535879
2840,765257
2841,273739
2842,44363
2843,208205
2844,929103
2845,109909
2846,339293
2847,339296
2848,404837
2849,273770
2850,273771
2851,142709
2852,765310
2853,273792
2854,634241
2855,798081
2856,961924
2857,929159
2858,44426
2859,44430
2860,44436
2861,339353
2862,437660
2863,339357
2864,339358
2865,634269
2866,339364
2867,863653
2868,142758
2869,241068
2870,929200
2871,77235
2872,44486
2873,77259
2874,77267
2875,208345
2876,77277
2877,503262
2878,372196
2879,929256
2880,503277
2881,503278
2882,44525
2883,77296
2884,11761
2885,404983
2886,372216
2887,142840
2888,77305
2889,798205
2890,1158656
2891,667139
2892,273931
2893,601618
2894,1125910
2895,44571
2896,273952
2897,44577
2898,765472
2899,77354
2900,634411
2901,44594
2902,175671
2903,44603
2904,601659
2905,44609
2906,208450
2907,110154
2908,437834
2909,929364
2910,44629
2911,274009
2912,44638
2913,44639
2914,274019
2915,44646
2916,44647
2917,274036
2918,274037
2919,274038
2920,536183
2921,274042
2922,274043
2923,44671
2924,1158788
2925,44678
2926,470665
2927,44683
2928,306830
2929,568975
2930,44687
2931,77454
2932,274066
2933,339606
2934,863899
2935,765612
2936,44718
2937,110278
2938,44745
2939,110286
2940,44752
2941,470740
2942,503514
2943,208606
2944,470751
2945,208609
2946,44770
2947,339683
2948,44773
2949,208617
2950,110318
2951,110319
2952,110324
2953,110325
2954,372478
2955,339714
2956,1191684
2957,306949
2958,44806
2959,44809
2960,306954
2961,44811
2962,470800
2963,601876
2964,44821
2965,339735
2966,77592
2967,339737
2968,470810
2969,77594
2970,339740
2971,339742
2972,438047
2973,339743
2974,339746
2975,44835
2976,241446
2977,77612
2978,143155
2979,405301
2980,77626
2981,1027902
2982,44862
2983,405320
2984,44874
2985,44877
2986,733009
2987,372561
2988,1191764
2989,208729
2990,12125
2991,274271
2992,208736
2993,372585
2994,175987
2995,44918
2996,12155
2997,176005
2998,44939
2999,274318
3000,44944
3001,44945
3002,44946
3003,44949
3004,44950
3005,44951
3006,44953
3007,44954
3008,176027
3009,438174
3010,110499
3011,667557
3012,44966
3013,765863
3014,667560
3015,667561
3016,12201
3017,667562
3018,208811
3019,667565
3020,405421
3021,1093547
3022,110514
3023,77749
3024,44982
3025,339895
3026,12216
3027,470969
3028,110519
3029,44987
3030,667581
3031,44991
3032,44992
3033,44993
3034,274369
3035,44995
3036,44997
3037,44998
3038,44999
3039,438213
3040,339921
3041,241618
3042,438227
3043,307157
3044,45013
3045,45014
3046,45015
3047,45017
3048,176093
3049,45022
3050,110561
3051,241637
3052,77802
3053,45034
3054,208885
3055,110584
3056,77821
3057,471040
3058,77826
3059,1060874
3060,536592
3061,45077
3062,700439
3063,339993
3064,471070
3065,471071
3066,45088
3067,471075
3068,45094
3069,241702
3070,831531
3071,372784
3072,962609
3073,45104
3074,77893
3075,241737
3076,438346
3077,45132
3078,176207
3079,110673
3080,700503
3081,45143
3082,45146
3083,45157
3084,471142
3085,110696
3086,667753
3087,45162
3088,77933
3089,77934
3090,45168
3091,307317
3092,110714
3093,209020
3094,209023
3095,1093763
3096,372872
3097,1093770
3098,864395
3099,536719
3100,372880
3101,1061008
3102,569497
3103,77979
3104,12444
3105,929954
3106,241836
3107,45231
3108,45244
3109,962750
3110,45248
3111,78029
3112,241873
3113,471250
3114,45269
3115,45272
3116,45274
3117,667872
3118,340193
3119,504033
3120,274657
3121,45286
3122,340199
3123,602346
3124,78059
3125,372974
3126,307443
3127,307445
3128,45317
3129,307462
3130,45319
3131,45320
3132,405769
3133,45321
3134,209164
3135,45324
3136,340237
3137,373008
3138,78098
3139,78104
3140,536861
3141,78116
3142,1061158
3143,1159480
3144,45370
3145,143675
3146,45371
3147,45374
3148,45375
3149,700734
3150,1159508
3151,438622
3152,733539
3153,12645
3154,569704
3155,471404
3156,340337
3157,799090
3158,962929
3159,471419
3160,340353
3161,12674
3162,340355
3163,340359
3164,405895
3165,340364
3166,12685
3167,340365
3168,340367
3169,340369
3170,340370
3171,831891
3172,340371
3173,831902
3174,340398
3175,78255
3176,1061294
3177,143793
3178,668082
3179,1126838
3180,143798
3181,405947
3182,340413
3183,111039
3184,569793
3185,274882
3186,373188
3187,78286
3188,963023
3189,45523
3190,45527
3191,1094104
3192,209371
3193,340447
3194,373217
3195,504292
3196,111077
3197,176615
3198,340456
3199,668146
3200,668148
3201,45556
3202,537080
3203,45568
3204,45569
3205,274953
3206,438802
3207,12819
3208,864788
3209,45595
3210,78369
3211,438819
3212,274981
3213,45616
3214,176690
3215,307764
3216,307767
3217,78394
3218,733754
3219,602686
3220,45644
3221,45649
3222,45657
3223,471643
3224,111196
3225,45662
3226,340575
3227,340577
3228,78434
3229,537192
3230,176750
3231,275056
3232,275058
3233,78453
3234,78458
3235,438906
3236,143996
3237,602751
3238,340610
3239,340612
3240,275078
3241,111239
3242,275085
3243,275087
3244,602769
3245,45715
3246,45717
3247,209559
3248,701081
3249,111266
3250,242341
3251,668326
3252,438953
3253,45745
3254,635571
3255,635573
3256,45752
3257,733885
3258,45761
3259,340675
3260,111300
3261,45769
3262,111314
3263,471763
3264,275156
3265,45780
3266,45778
3267,45784
3268,275162
3269,45786
3270,45792
3271,275168
3272,570081
3273,111332
3274,733925
3275,275174
3276,275175
3277,406244
3278,701163
3279,144108
3280,1192693
3281,275191
3282,340727
3283,45816
3284,275199
3285,176896
3286,209666
3287,209668
3288,209669
3289,275207
3290,45839
3291,275216
3292,307985
3293,471830
3294,832282
3295,209692
3296,275232
3297,45857
3298,209698
3299,439075
3300,209702
3301,439080
3302,471849
3303,144171
3304,570161
3305,209720
3306,209723
3307,242500
3308,340808
3309,504649
3310,144206
3311,45906
3312,373589
3313,275287
3314,602968
3315,504667
3316,45917
3317,45920
3318,275301
3319,602981
3320,668519
3321,340846
3322,275324
3323,1127295
3324,144256
3325,1160063
3326,308095
3327,45959
3328,209801
3329,668557
3330,668560
3331,275345
3332,668562
3333,209815
3334,275352
3335,668567
3336,439198
3337,275362
3338,275378
3339,340914
3340,275381
3341,144313
3342,1192895
3343,275395
3344,46020
3345,472006
3346,668616
3347,111560
3348,275403
3349,209871
3350,340944
3351,308202
3352,275436
3353,701421
3354,46062
3355,46064
3356,209905
3357,865270
3358,275449
3359,275452
3360,111615
3361,111619
3362,46086
3363,865294
3364,1061904
3365,46103
3366,46105
3367,832543
3368,275495
3369,275499
3370,275501
3371,275504
3372,46131
3373,341047
3374,308280
3375,341049
3376,373818
3377,46138
3378,341053
3379,373822
3380,341055
3381,1094720
3382,341057
3383,341058
3384,341056
3385,341060
3386,373829
3387,275526
3388,341061
3389,341062
3390,275529
3391,668747
3392,341068
3393,341070
3394,341076
3395,275540
3396,46166
3397,111700
3398,341080
3399,341081
3400,341082
3401,341083
3402,963679
3403,341088
3404,341089
3405,341091
3406,1061988
3407,275557
3408,341094
3409,111719
3410,963686
3411,341093
3412,504947
3413,46197
3414,275574
3415,1127543
3416,799863
3417,46198
3418,275578
3419,341114
3420,46202
3421,1094781
3422,46206
3423,1094779
3424,668796
3425,767112
3426,668809
3427,275594
3428,963725
3429,767124
3430,78997
3431,570519
3432,963737
3433,144539
3434,668831
3435,13477
3436,930985
3437,46252
3438,46261
3439,931009
3440,865474
3441,373953
3442,373975
3443,275674
3444,373980
3445,1029340
3446,79073
3447,46305
3448,242923
3449,570604
3450,799985
3451,734449
3452,46321
3453,734454
3454,1094904
3455,734464
3456,1193217
3457,1193225
3458,636174
3459,144656
3460,603409
3461,144659
3462,46356
3463,374038
3464,472344
3465,1127709
3466,210205
3467,46368
3468,275749
3469,79142
3470,341295
3471,210224
3472,79158
3473,767296
3474,767297
3475,832835
3476,570705
3477,308561
3478,505171
3479,505180
3480,275807
3481,1062240
3482,46433
3483,210277
3484,1062246
3485,46441
3486,46451
3487,865678
3488,767398
3489,46503
3490,46504
3491,46506
3492,1193387
3493,46509
3494,79295
3495,46528
3496,734657
3497,538050
3498,308679
3499,406984
3500,112074
3501,46550
3502,144860
3503,341471
3504,79330
3505,46562
3506,46564
3507,931305
3508,374255
3509,603631
3510,1193459
3511,46584
3512,341508
3513,177672
3514,144907
3515,636429
3516,734734
3517,46608
3518,46609
3519,46610
3520,407067
3521,407068
3522,144929
3523,472618
3524,374315
3525,177707
3526,79404
3527,702001
3528,276022
3529,79421
3530,79422
3531,210493
3532,46660
3533,46665
3534,669258
3535,46668
3536,79441
3537,46676
3538,734806
3539,46679
3540,276059
3541,79456
3542,46689
3543,79462
3544,341606
3545,210536
3546,210542
3547,46705
3548,669297
3549,46711
3550,112248
3551,46713
3552,210555
3553,341630
3554,308863
3555,46718
3556,374399
3557,833155
3558,276100
3559,46726
3560,276104
3561,210571
3562,46734
3563,341650
3564,46739
3565,374420
3566,341658
3567,145060
3568,46763
3569,79540
3570,46788
3571,112340
3572,112341
3573,46812
3574,341732
3575,374504
3576,46826
3577,145132
3578,46829
3579,145133
3580,407279
3581,276210
3582,308979
3583,46837
3584,374518
3585,46838
3586,341750
3587,571126
3588,440060
3589,210710
3590,538403
3591,833324
3592,440110
3593,276277
3594,309045
3595,46909
3596,800574
3597,735045
3598,407367
3599,603980
3600,440145
3601,46934
3602,210783
3603,341857
3604,276322
3605,210789
3606,210793
3607,1062769
3608,767860
3609,309108
3610,46967
3611,79739
3612,1128316
3613,571262
3614,210835
3615,79773
3616,210846
3617,14238
3618,112542
3619,145314
3620,472999
3621,964527
3622,931760
3623,309173
3624,669628
3625,112574
3626,276416
3627,276417
3628,571331
3629,505796
3630,833482
3631,178122
3632,210894
3633,47055
3634,178129
3635,243665
3636,47058
3637,243668
3638,47059
3639,505814
3640,407507
3641,79829
3642,47065
3643,47068
3644,604127
3645,1062887
3646,341991
3647,1062888
3648,79851
3649,866284
3650,473070
3651,47088
3652,342008
3653,505851
3654,669691
3655,669694
3656,112639
3657,669697
3658,1062916
3659,243719
3660,505863
3661,604172
3662,440352
3663,210980
3664,571428
3665,47145
3666,473130
3667,604201
3668,1194029
3669,210992
3670,1161265
3671,964663
3672,47160
3673,47169
3674,1161286
3675,899142
3676,440392
3677,47177
3678,931914
3679,440401
3680,1030233
3681,931933
3682,145508
3683,276586
3684,374898
3685,145540
3686,276616
3687,440464
3688,47259
3689,112798
3690,407716
3691,112806
3692,80041
3693,1030315
3694,637103
3695,735430
3696,669896
3697,440522
3698,112844
3699,1128654
3700,932054
3701,932055
3702,47320
3703,309463
3704,604386
3705,47330
3706,637161
3707,506089
3708,211178
3709,964844
3710,145645
3711,211184
3712,1030386
3713,964852
3714,80121
3715,604412
3716,538882
3717,932102
3718,47386
3719,47389
3720,211229
3721,473376
3722,211234
3723,211240
3724,47407
3725,211249
3726,1161523
3727,211252
3728,211254
3729,80188
3730,866625
3731,244034
3732,112963
3733,637252
3734,735559
3735,178510
3736,375121
3737,112978
3738,801105
3739,211284
3740,1161557
3741,375129
3742,47467
3743,506224
3744,211317
3745,407926
3746,113015
3747,47479
3748,276857
3749,1128823
3750,407929
3751,276866
3752,604548
3753,113028
3754,113033
3755,473482
3756,473481
3757,473484
3758,276877
3759,113039
3760,473494
3761,47518
3762,113057
3763,833954
3764,80293
3765,670117
3766,506279
3767,80298
3768,702892
3769,47533
3770,1096111
3771,211376
3772,145841
3773,506290
3774,506287
3775,375226
3776,47546
3777,932284
3778,211388
3779,932287
3780,309696
3781,965058
3782,309702
3783,47559
3784,932296
3785,211400
3786,211402
3787,113099
3788,211405
3789,473553
3790,211410
3791,244180
3792,342496
3793,80355
3794,211429
3795,211430
3796,47607
3797,735736
3798,276988
3799,702972
3800,309765
3801,47626
3802,145932
3803,80396
3804,375308
3805,440848
3806,1128980
3807,47640
3808,309785
3809,997916
3810,834077
3811,571934
3812,768542
3813,113190
3814,47654
3815,408104
3816,1129004
3817,80435
3818,47668
3819,473658
3820,408126
3821,80449
3822,244295
3823,604744
3824,47689
3825,604746
3826,309834
3827,703050
3828,277069
3829,997974
3830,997979
3831,670302
3832,342635
3833,211577
3834,1096322
3835,1161861
3836,47753
3837,80525
3838,47763
3839,932504
3840,801436
3841,932508
3842,15004
3843,211617
3844,47779
3845,998052
3846,113318
3847,309928
3848,146089
3849,670379
3850,473771
3851,539310
3852,309937
3853,735923
3854,703156
3855,342709
3856,342712
3857,113345
3858,703170
3859,113347
3860,309968
3861,408273
3862,146128
3863,572116
3864,80597
3865,113366
3866,113377
3867,113378
3868,439360
3869,801508
3870,473831
3871,47853
3872,211698
3873,932598
3874,47863
3875,47864
3876,47868
3877,310016
3878,244482
3879,932612
3880,375558
3881,146193
3882,47891
3883,47896
3884,342813
3885,47902
3886,736033
3887,375587
3888,80679
3889,47912
3890,572205
3891,375601
3892,473914
3893,277312
3894,572227
3895,146246
3896,506696
3897,801608
3898,277323
3899,310092
3900,506701
